	place	material	descriptor	emotion	color	smell	geography	sound
serialism music	0	0	0	0	0	0	0	1
sertanejo music	0	0	0	0	0	0	0	1
sertanejo tradicional music	0	0	0	0	0	0	0	1
sertanejo universitario music	0	0	0	0	0	0	0	1
sevdah music	0	0	0	0	0	0	0	1
shanty music	0	0	0	0	0	0	0	1
sheffield indie music	0	0	0	0	0	0	0	1
shibuya-kei music	0	0	0	0	0	0	0	1
shimmer pop music	0	0	0	0	0	0	0	1
shimmer psych music	0	0	0	0	0	0	0	1
shiver pop music	0	0	0	0	0	0	0	1
shoegaze music	0	0	0	0	0	0	0	1
show tunes music	0	0	0	0	0	0	0	1
singaporean pop music	0	0	0	0	0	0	0	1
singer-songwriter music	0	0	0	0	0	0	0	1
sinhala music	0	0	0	0	0	0	0	1
ska music	0	0	0	0	0	0	0	1
ska punk music	0	0	0	0	0	0	0	1
ska revival music	0	0	0	0	0	0	0	1
skate punk music	0	0	0	0	0	0	0	1
skiffle music	0	0	0	0	0	0	0	1
skinhead oi music	0	0	0	0	0	0	0	1
skinhead reggae music	0	0	0	0	0	0	0	1
skweee music	0	0	0	0	0	0	0	1
slam death metal music	0	0	0	0	0	0	0	1
slash punk music	0	0	0	0	0	0	0	1
slc indie music	0	0	0	0	0	0	0	1
sleaze rock music	0	0	0	0	0	0	0	1
sleep music	0	0	0	0	0	0	0	1
slovak hip hop music	0	0	0	0	0	0	0	1
slovak pop music	0	0	0	0	0	0	0	1
slovenian rock music	0	0	0	0	0	0	0	1
slow core music	0	0	0	0	0	0	0	1
sludge metal music	0	0	0	0	0	0	0	1
smooth jazz music	0	0	0	0	0	0	0	1
smooth urban r&b music	0	0	0	0	0	0	0	1
soca music	0	0	0	0	0	0	0	1
soda pop music	0	0	0	0	0	0	0	1
soft rock music	0	0	0	0	0	0	0	1
solipsynthm music	0	0	0	0	0	0	0	1
soukous music	0	0	0	0	0	0	0	1
soul music	0	0	0	0	0	0	0	1
soul blues music	0	0	0	0	0	0	0	1
soul christmas music	0	0	0	0	0	0	0	1
soul flow music	0	0	0	0	0	0	0	1
soul jazz music	0	0	0	0	0	0	0	1
soundtrack music	0	0	0	0	0	0	0	1
south african jazz music	0	0	0	0	0	0	0	1
southern gospel music	0	0	0	0	0	0	0	1
southern hip hop music	0	0	0	0	0	0	0	1
southern rock music	0	0	0	0	0	0	0	1
southern soul music	0	0	0	0	0	0	0	1
southern soul blues music	0	0	0	0	0	0	0	1
space rock music	0	0	0	0	0	0	0	1
spanish classical music	0	0	0	0	0	0	0	1
spanish folk music	0	0	0	0	0	0	0	1
spanish hip hop music	0	0	0	0	0	0	0	1
spanish indie pop music	0	0	0	0	0	0	0	1
spanish indie rock music	0	0	0	0	0	0	0	1
spanish invasion music	0	0	0	0	0	0	0	1
spanish new wave music	0	0	0	0	0	0	0	1
spanish pop music	0	0	0	0	0	0	0	1
spanish pop rock music	0	0	0	0	0	0	0	1
spanish punk music	0	0	0	0	0	0	0	1
spanish reggae music	0	0	0	0	0	0	0	1
speed garage music	0	0	0	0	0	0	0	1
speed metal music	0	0	0	0	0	0	0	1
speedcore music	0	0	0	0	0	0	0	1
spoken word music	0	0	0	0	0	0	0	1
spytrack music	0	0	0	0	0	0	0	1
steampunk music	0	0	0	0	0	0	0	1
steelpan music	0	0	0	0	0	0	0	1
stl indie music	0	0	0	0	0	0	0	1
stomp and flutter music	0	0	0	0	0	0	0	1
stomp and holler music	0	0	0	0	0	0	0	1
stomp and whittle music	0	0	0	0	0	0	0	1
stomp pop music	0	0	0	0	0	0	0	1
stoner metal music	0	0	0	0	0	0	0	1
stoner rock music	0	0	0	0	0	0	0	1
straight edge music	0	0	0	0	0	0	0	1
street punk music	0	0	0	0	0	0	0	1
stride music	0	0	0	0	0	0	0	1
string band music	0	0	0	0	0	0	0	1
string folk music	0	0	0	0	0	0	0	1
string quartet music	0	0	0	0	0	0	0	1
substep music	0	0	0	0	0	0	0	1
sunset lounge music	0	0	0	0	0	0	0	1
suomi rock music	0	0	0	0	0	0	0	1
surf music	0	0	0	0	0	0	0	1
swamp blues music	0	0	0	0	0	0	0	1
swamp pop music	0	0	0	0	0	0	0	1
swedish alternative rock music	0	0	0	0	0	0	0	1
swedish hard rock music	0	0	0	0	0	0	0	1
swedish hip hop music	0	0	0	0	0	0	0	1
swedish indie pop music	0	0	0	0	0	0	0	1
swedish indie rock music	0	0	0	0	0	0	0	1
swedish jazz music	0	0	0	0	0	0	0	1
swedish metal music	0	0	0	0	0	0	0	1
swedish pop music	0	0	0	0	0	0	0	1
swedish pop punk music	0	0	0	0	0	0	0	1
swedish prog music	0	0	0	0	0	0	0	1
swedish punk music	0	0	0	0	0	0	0	1
swedish reggae music	0	0	0	0	0	0	0	1
swedish soft pop music	0	0	0	0	0	0	0	1
swedish synthpop music	0	0	0	0	0	0	0	1
swing music	0	0	0	0	0	0	0	1
swirl psych music	0	0	0	0	0	0	0	1
swiss folk music	0	0	0	0	0	0	0	1
swiss hip hop music	0	0	0	0	0	0	0	1
swiss rock music	0	0	0	0	0	0	0	1
symphonic black metal music	0	0	0	0	0	0	0	1
symphonic metal music	0	0	0	0	0	0	0	1
symphonic rock music	0	0	0	0	0	0	0	1
synthpop music	0	0	0	0	0	0	0	1
taiwanese pop music	0	0	0	0	0	0	0	1
talent show music	0	0	0	0	0	0	0	1
tango music	0	0	0	0	0	0	0	1
tech house music	0	0	0	0	0	0	0	1
technical brutal death metal music	0	0	0	0	0	0	0	1
technical death metal music	0	0	0	0	0	0	0	1
techno music	0	0	0	0	0	0	0	1
teen pop music	0	0	0	0	0	0	0	1
tejano music	0	0	0	0	0	0	0	1
tekno music	0	0	0	0	0	0	0	1
terrorcore music	0	0	0	0	0	0	0	1
texas blues music	0	0	0	0	0	0	0	1
texas country music	0	0	0	0	0	0	0	1
thai indie music	0	0	0	0	0	0	0	1
thai pop music	0	0	0	0	0	0	0	1
thrash core music	0	0	0	0	0	0	0	1
thrash metal music	0	0	0	0	0	0	0	1
thrash-groove metal music	0	0	0	0	0	0	0	1
throat singing music	0	0	0	0	0	0	0	1
tibetan music	0	0	0	0	0	0	0	1
tico music	0	0	0	0	0	0	0	1
timba music	0	0	0	0	0	0	0	1
tin pan alley music	0	0	0	0	0	0	0	1
traditional blues music	0	0	0	0	0	0	0	1
traditional british folk music	0	0	0	0	0	0	0	1
traditional country music	0	0	0	0	0	0	0	1
traditional folk music	0	0	0	0	0	0	0	1
traditional funk music	0	0	0	0	0	0	0	1
traditional irish folk music	0	0	0	0	0	0	0	1
traditional reggae music	0	0	0	0	0	0	0	1
traditional rock 'n roll music	0	0	0	0	0	0	0	1
traditional rockabilly music	0	0	0	0	0	0	0	1
traditional scottish folk music	0	0	0	0	0	0	0	1
traditional ska music	0	0	0	0	0	0	0	1
traditional soul music	0	0	0	0	0	0	0	1
traditional swing music	0	0	0	0	0	0	0	1
trance music	0	0	0	0	0	0	0	1
trance hop music	0	0	0	0	0	0	0	1
trap music	0	0	0	0	0	0	0	1
trapstep music	0	0	0	0	0	0	0	1
trash rock music	0	0	0	0	0	0	0	1
triangle indie music	0	0	0	0	0	0	0	1
tribal house music	0	0	0	0	0	0	0	1
tribute music	0	0	0	0	0	0	0	1
trip hop music	0	0	0	0	0	0	0	1
tropical music	0	0	0	0	0	0	0	1
trova music	0	0	0	0	0	0	0	1
turbo folk music	0	0	0	0	0	0	0	1
turkish alternative music	0	0	0	0	0	0	0	1
turkish classical music	0	0	0	0	0	0	0	1
turkish folk music	0	0	0	0	0	0	0	1
turkish hip hop music	0	0	0	0	0	0	0	1
turkish jazz music	0	0	0	0	0	0	0	1
turkish pop music	0	0	0	0	0	0	0	1
turkish rock music	0	0	0	0	0	0	0	1
turntablism music	0	0	0	0	0	0	0	1
twee indie pop music	0	0	0	0	0	0	0	1
twee pop music	0	0	0	0	0	0	0	1
twin cities indie music	0	0	0	0	0	0	0	1
tzadik music	0	0	0	0	0	0	0	1
uk dub music	0	0	0	0	0	0	0	1
uk garage music	0	0	0	0	0	0	0	1
uk hip hop music	0	0	0	0	0	0	0	1
uk post-punk music	0	0	0	0	0	0	0	1
ukrainian rock music	0	0	0	0	0	0	0	1
ukulele music	0	0	0	0	0	0	0	1
unblack metal music	0	0	0	0	0	0	0	1
underground hip hop music	0	0	0	0	0	0	0	1
underground latin hip hop music	0	0	0	0	0	0	0	1
underground pop rap music	0	0	0	0	0	0	0	1
underground power pop music	0	0	0	0	0	0	0	1
underground rap music	0	0	0	0	0	0	0	1
uplifting trance music	0	0	0	0	0	0	0	1
urban contemporary music	0	0	0	0	0	0	0	1
vallenato music	0	0	0	0	0	0	0	1
vancouver indie music	0	0	0	0	0	0	0	1
vapor house music	0	0	0	0	0	0	0	1
vaporwave music	0	0	0	0	0	0	0	1
vegan straight edge music	0	0	0	0	0	0	0	1
vegas indie music	0	0	0	0	0	0	0	1
velha guarda music	0	0	0	0	0	0	0	1
venezuelan rock music	0	0	0	0	0	0	0	1
video game music	0	0	0	0	0	0	0	1
vienna indie music	0	0	0	0	0	0	0	1
vietnamese pop music	0	0	0	0	0	0	0	1
viking metal music	0	0	0	0	0	0	0	1
vintage chanson music	0	0	0	0	0	0	0	1
vintage country folk music	0	0	0	0	0	0	0	1
vintage gospel music	0	0	0	0	0	0	0	1
vintage jazz music	0	0	0	0	0	0	0	1
vintage reggae music	0	0	0	0	0	0	0	1
vintage rockabilly music	0	0	0	0	0	0	0	1
vintage schlager music	0	0	0	0	0	0	0	1
vintage swedish pop music	0	0	0	0	0	0	0	1
vintage swing music	0	0	0	0	0	0	0	1
vintage swoon music	0	0	0	0	0	0	0	1
vintage tango music	0	0	0	0	0	0	0	1
vintage western music	0	0	0	0	0	0	0	1
violin music	0	0	0	0	0	0	0	1
viral pop music	0	0	0	0	0	0	0	1
visual kei music	0	0	0	0	0	0	0	1
vocal house music	0	0	0	0	0	0	0	1
vocal jazz music	0	0	0	0	0	0	0	1
vocaloid music	0	0	0	0	0	0	0	1
volksmusik music	0	0	0	0	0	0	0	1
warm drone music	0	0	0	0	0	0	0	1
welsh rock music	0	0	0	0	0	0	0	1
west african jazz music	0	0	0	0	0	0	0	1
west coast rap music	0	0	0	0	0	0	0	1
western swing music	0	0	0	0	0	0	0	1
wind ensemble music	0	0	0	0	0	0	0	1
witch house music	0	0	0	0	0	0	0	1
wonky music	0	0	0	0	0	0	0	1
workout music	0	0	0	0	0	0	0	1
world music	0	0	0	0	0	0	0	1
world chill music	0	0	0	0	0	0	0	1
world christmas music	0	0	0	0	0	0	0	1
world fusion music	0	0	0	0	0	0	0	1
worship music	0	0	0	0	0	0	0	1
wrestling	0	0	0	0	0	0	0	1
